id,sex,有名人のファッションを参考にする,異性の目を気にする,奇抜なファッションが好き,TPOに気をつかう,体型をカバーできる服を買う,好きなブランドがある
1885,女性,Yes,No,No,No,Yes,Yes
1886,女性,No,Yes,Yes,Yes,No,No
1887,男性,No,No,No,Yes,No,No
1888,女性,No,No,No,Yes,No,No
1889,男性,No,No,No,No,Yes,No
1890,女性,No,No,No,Yes,Yes,No
1891,女性,No,Yes,No,No,No,No
1892,女性,No,No,No,Yes,No,Yes
1893,女性,No,No,No,Yes,No,No
1894,女性,Yes,No,No,No,No,No
1895,女性,No,No,No,No,Yes,No
1896,女性,No,No,No,Yes,Yes,No
1897,女性,No,No,No,No,No,No
1898,女性,No,No,No,No,No,No
1899,女性,No,No,No,No,No,No
1900,男性,No,No,No,Yes,No,No
1901,女性,No,No,No,Yes,Yes,No
1902,女性,No,No,No,No,Yes,Yes
1903,女性,No,No,Yes,Yes,No,Yes
1904,男性,No,No,No,No,No,No
1905,女性,No,No,No,Yes,Yes,No
1906,男性,No,No,No,No,No,Yes
1907,男性,No,No,No,Yes,No,No
1908,女性,No,No,No,Yes,No,No
1909,女性,No,No,No,Yes,Yes,No
1910,女性,No,No,No,Yes,No,No
1911,男性,Yes,Yes,No,Yes,No,Yes
1912,女性,Yes,No,No,No,Yes,Yes
1913,男性,No,No,No,Yes,No,No
1914,女性,No,Yes,No,No,No,No
1915,女性,No,No,No,Yes,No,No
1916,女性,No,No,No,No,Yes,No
1917,女性,No,No,No,No,No,No
1918,女性,Yes,No,No,Yes,Yes,Yes
1919,女性,No,No,Yes,Yes,Yes,No
1920,女性,No,No,No,Yes,No,No
1921,女性,No,No,No,No,No,No
1922,女性,Yes,No,No,No,No,Yes
1923,女性,No,No,No,No,No,No
1924,女性,Yes,No,Yes,Yes,No,No
1925,女性,No,No,No,No,Yes,No
1926,女性,Yes,No,No,Yes,No,No
1927,女性,No,No,No,Yes,No,No
1928,女性,No,No,No,No,No,Yes
1929,女性,Yes,No,No,Yes,No,Yes
1930,女性,No,Yes,No,Yes,No,No
1931,男性,No,No,No,No,No,No
1932,男性,Yes,No,Yes,Yes,No,Yes
1933,女性,No,No,No,No,No,No
1934,女性,No,No,No,Yes,No,No
1935,男性,Yes,Yes,No,Yes,No,Yes
1936,女性,No,No,No,Yes,No,No
1937,女性,No,No,Yes,Yes,Yes,Yes
1938,女性,No,No,No,No,Yes,No
1939,女性,No,No,No,Yes,No,No
1940,女性,No,No,No,No,No,No
1941,女性,No,No,No,Yes,Yes,No
1942,女性,Yes,No,No,Yes,Yes,No
1943,女性,Yes,No,No,Yes,No,Yes
1944,男性,No,No,No,No,No,No
1945,女性,No,No,No,Yes,No,No
1946,女性,No,Yes,No,Yes,No,Yes
1947,男性,Yes,Yes,No,Yes,No,No
1948,女性,Yes,Yes,No,Yes,Yes,Yes
1949,男性,No,Yes,No,No,No,No
1950,女性,No,No,No,No,Yes,Yes
1951,女性,No,Yes,Yes,Yes,No,No
1952,女性,Yes,Yes,No,No,Yes,No
1953,男性,Yes,No,No,No,No,No
1954,女性,No,Yes,No,No,No,No
1955,女性,No,No,No,Yes,No,No
1956,女性,No,No,No,No,Yes,Yes
1957,女性,Yes,No,No,Yes,No,No
1958,女性,Yes,No,No,No,No,Yes
1959,男性,Yes,No,No,No,No,Yes
1960,女性,No,No,No,No,Yes,No
1961,男性,No,No,No,Yes,No,No
1962,女性,Yes,No,No,Yes,No,No
1963,女性,No,No,No,Yes,No,No
1964,男性,No,Yes,No,Yes,No,Yes
1965,女性,No,No,No,No,Yes,Yes
1966,女性,No,Yes,No,No,Yes,No
1967,女性,No,No,No,Yes,Yes,Yes
1968,男性,No,No,No,Yes,No,No
1969,女性,No,No,No,No,Yes,No
1970,男性,No,No,No,No,No,Yes
1971,女性,No,No,No,Yes,No,No
1972,女性,No,No,No,Yes,No,No
1973,男性,No,No,No,No,No,No
1974,男性,No,No,No,No,No,No
1975,女性,No,No,No,Yes,No,No
1976,男性,No,Yes,No,Yes,No,No
1977,女性,Yes,No,Yes,Yes,Yes,Yes
1978,女性,No,Yes,No,Yes,No,No
1979,女性,No,Yes,No,No,No,No
1980,男性,No,Yes,No,Yes,No,No
1981,女性,No,No,No,No,No,No
1982,女性,No,No,No,No,No,No
1983,男性,No,Yes,No,Yes,No,No
1984,女性,No,No,No,No,No,No
1985,女性,No,No,Yes,No,Yes,Yes
1986,女性,No,No,No,Yes,No,No
1987,女性,No,No,No,Yes,No,No
1988,男性,No,No,No,No,No,No
1989,女性,No,No,No,No,No,No
1990,女性,No,Yes,No,No,No,No
1991,男性,No,Yes,No,No,No,Yes
1992,女性,No,No,Yes,No,No,No
1993,女性,No,No,No,No,No,Yes
1994,女性,Yes,No,No,Yes,No,No
1995,女性,No,No,No,No,No,No
1996,女性,No,No,No,Yes,Yes,Yes
1997,女性,No,No,No,Yes,Yes,No
1998,男性,No,No,No,No,No,No
1999,女性,No,No,No,Yes,No,No
2000,男性,Yes,Yes,No,No,No,No
2001,女性,No,No,No,No,No,No
2002,女性,Yes,No,Yes,Yes,Yes,No
2003,男性,No,No,No,No,No,No
2004,男性,No,Yes,No,No,No,No
2005,女性,No,No,No,Yes,No,No
2006,女性,No,No,No,No,No,Yes
2007,女性,No,No,No,No,Yes,No
2008,男性,Yes,Yes,No,Yes,No,Yes
2009,女性,No,No,No,Yes,No,No
2010,男性,No,No,No,Yes,No,Yes
2011,女性,No,No,No,Yes,Yes,Yes
2012,男性,No,No,No,Yes,No,No
2013,男性,No,No,Yes,Yes,No,No
2014,女性,No,No,No,No,No,No
2015,女性,No,No,No,No,No,No
2016,女性,Yes,No,No,No,No,No
2017,男性,No,No,No,Yes,No,No
2018,女性,Yes,No,No,Yes,No,Yes
2019,男性,Yes,No,No,No,No,No
2020,女性,No,No,No,No,No,No
2021,女性,No,No,No,Yes,Yes,No
2022,女性,No,No,No,Yes,Yes,Yes
2023,女性,No,Yes,No,Yes,No,Yes
2024,女性,No,No,No,Yes,Yes,No
2025,男性,Yes,No,No,No,No,Yes
2026,男性,No,Yes,No,Yes,No,No
2027,女性,Yes,No,No,No,No,Yes
2028,女性,No,No,No,Yes,Yes,Yes
2029,女性,No,No,No,No,Yes,No
2030,女性,No,No,No,Yes,No,No
2031,女性,No,No,No,Yes,Yes,Yes
2032,男性,No,No,No,No,No,No
2033,女性,No,No,No,Yes,No,Yes
2034,女性,No,No,No,No,No,Yes
2035,男性,Yes,No,Yes,Yes,Yes,No
2036,女性,No,Yes,No,Yes,No,Yes
2037,女性,No,No,No,No,No,No
2038,女性,No,No,No,Yes,No,Yes
2039,男性,No,Yes,No,No,No,No
2040,女性,No,No,No,No,No,No
2041,男性,No,No,No,No,No,Yes
2042,男性,No,No,No,No,No,No
2043,女性,No,No,Yes,Yes,No,Yes
2044,男性,No,No,No,Yes,No,No
2045,男性,No,No,No,No,No,Yes
2046,男性,No,Yes,No,Yes,No,No
2047,女性,Yes,No,No,No,Yes,No
2048,女性,No,No,No,Yes,Yes,No
2049,男性,No,No,No,No,No,Yes
2050,男性,No,No,Yes,Yes,No,No
2051,女性,No,No,No,Yes,No,Yes
2052,女性,No,No,No,No,Yes,No
2053,女性,No,No,No,Yes,Yes,Yes
2054,女性,No,Yes,No,Yes,Yes,Yes
2055,女性,No,No,No,Yes,No,Yes
2056,女性,No,Yes,No,No,Yes,No
2057,女性,Yes,Yes,No,Yes,Yes,Yes
2058,男性,Yes,No,Yes,No,No,No
2059,女性,No,No,No,No,Yes,No
2060,男性,No,No,No,No,No,No
2061,男性,No,Yes,No,Yes,No,Yes
2062,男性,Yes,Yes,No,Yes,No,No
2063,男性,No,Yes,No,No,No,No
2064,男性,Yes,Yes,No,Yes,No,Yes
2065,女性,Yes,No,No,Yes,No,Yes
2066,男性,No,No,No,Yes,No,Yes
2067,女性,No,No,No,No,Yes,No
2068,女性,No,No,No,Yes,Yes,Yes
2069,女性,No,No,No,Yes,No,Yes
2070,女性,No,No,No,No,Yes,Yes
2071,男性,No,Yes,No,Yes,No,No
2072,女性,Yes,No,No,No,Yes,Yes
2073,男性,Yes,Yes,No,No,No,Yes
2074,男性,Yes,No,Yes,No,No,Yes
2075,男性,No,Yes,No,No,No,No
2076,男性,No,No,No,No,No,Yes
2077,女性,No,No,No,Yes,No,No
2078,女性,No,No,No,Yes,No,Yes
2079,女性,Yes,No,Yes,Yes,No,No
2080,女性,No,No,No,Yes,No,Yes
2081,女性,No,No,No,No,No,No
2082,女性,No,No,No,Yes,No,Yes
2083,女性,No,No,Yes,No,No,Yes
2084,女性,Yes,No,Yes,Yes,No,No
2085,女性,No,No,No,No,Yes,No
2086,女性,No,Yes,No,Yes,No,Yes
2087,男性,No,Yes,No,No,No,Yes
2088,女性,No,No,No,Yes,Yes,No
2089,男性,Yes,Yes,Yes,Yes,No,Yes
2090,男性,No,No,No,No,No,No
2091,男性,No,No,Yes,Yes,No,Yes
2092,女性,Yes,No,No,No,No,No
2093,女性,No,No,No,No,No,No
2094,女性,No,No,No,No,No,Yes
2095,女性,No,No,No,No,No,Yes
2096,男性,No,No,No,Yes,No,Yes
2097,女性,No,No,No,No,Yes,Yes
2098,女性,No,No,No,No,No,No
2099,女性,No,No,No,Yes,No,No
2100,男性,No,No,No,No,No,No
2101,女性,No,No,No,No,Yes,No
2102,女性,No,No,No,No,No,Yes
2103,女性,Yes,No,No,Yes,Yes,No
2104,女性,No,No,No,Yes,Yes,No
2105,女性,No,No,No,No,No,No
2106,男性,Yes,Yes,Yes,Yes,No,Yes
2107,男性,No,No,No,Yes,No,No
2108,男性,No,No,No,Yes,No,Yes
2109,女性,No,No,No,Yes,No,No
2110,女性,No,No,No,No,Yes,Yes
2111,女性,Yes,No,No,No,No,No
2112,男性,No,No,No,No,No,No
2113,女性,No,No,No,Yes,No,No
2114,女性,Yes,No,Yes,Yes,No,Yes
2115,女性,No,No,No,No,No,Yes
2116,女性,No,No,No,No,No,No
2117,女性,Yes,No,No,Yes,No,No
2118,男性,No,No,No,No,No,No
2119,女性,Yes,Yes,No,Yes,No,Yes
2120,女性,Yes,Yes,No,Yes,Yes,No
2121,女性,No,No,No,Yes,Yes,No
2122,男性,No,Yes,No,Yes,No,No
2123,女性,Yes,No,No,No,No,No
2124,男性,Yes,No,No,No,No,Yes
2125,女性,Yes,No,No,No,No,Yes
2126,女性,Yes,No,No,No,No,No
2127,男性,No,No,No,No,No,No
2128,男性,No,Yes,No,Yes,No,No
2129,女性,Yes,No,No,Yes,No,No
2130,女性,No,Yes,No,Yes,Yes,Yes
2131,女性,Yes,No,Yes,Yes,No,Yes
2132,男性,No,No,No,Yes,Yes,Yes
2133,男性,No,Yes,No,No,No,No
2134,女性,No,No,No,Yes,No,No
2135,男性,Yes,No,Yes,No,No,Yes
2136,男性,No,No,No,Yes,No,No
2137,女性,Yes,No,No,No,No,No
2138,女性,Yes,No,No,No,No,Yes
2139,女性,No,No,No,Yes,No,Yes
2140,女性,No,No,No,No,No,No
2141,女性,No,No,Yes,Yes,Yes,Yes
2142,女性,Yes,No,Yes,Yes,No,No
2143,女性,No,No,No,Yes,Yes,No
2144,男性,Yes,No,No,No,No,Yes
2145,女性,No,Yes,Yes,No,No,No
2146,男性,No,Yes,No,Yes,No,Yes
2147,男性,Yes,No,No,No,No,No
2148,男性,No,No,No,No,No,Yes
2149,女性,No,No,No,Yes,No,Yes
2150,女性,Yes,No,No,Yes,No,No
2151,女性,No,No,No,Yes,No,Yes
2152,女性,No,No,No,Yes,Yes,Yes
2153,女性,No,No,No,Yes,Yes,No
2154,男性,No,Yes,No,No,No,Yes
2155,女性,Yes,No,No,No,Yes,No
2156,女性,Yes,No,Yes,Yes,No,Yes
2157,女性,No,No,No,Yes,No,Yes
2158,男性,No,No,No,No,No,Yes
2159,女性,No,No,No,Yes,Yes,No
2160,男性,No,No,No,Yes,No,No
2161,女性,Yes,No,No,Yes,No,No
2162,女性,No,No,No,Yes,No,Yes
2163,女性,No,Yes,No,Yes,No,Yes
2164,女性,No,No,No,Yes,Yes,No
2165,女性,No,No,No,No,Yes,Yes
2166,女性,No,Yes,No,Yes,No,No
2167,女性,No,No,No,No,Yes,Yes
2168,女性,No,No,No,Yes,No,No
2169,女性,No,No,No,Yes,No,No
2170,男性,Yes,No,No,Yes,No,No
2171,男性,Yes,No,No,No,No,No
2172,男性,No,No,No,No,No,Yes
2173,女性,No,No,Yes,No,No,No
2174,男性,No,Yes,No,Yes,No,Yes
2175,男性,No,No,No,No,No,No
2176,女性,No,No,Yes,Yes,No,No
2177,男性,No,No,No,Yes,No,No
2178,男性,No,No,Yes,Yes,No,Yes
2179,女性,Yes,No,No,Yes,Yes,No
2180,女性,No,No,Yes,Yes,Yes,No
2181,女性,No,No,No,Yes,No,No
2182,女性,No,No,No,No,No,No
2183,女性,Yes,No,No,Yes,Yes,Yes
2184,男性,No,No,No,No,No,No
2185,女性,No,Yes,Yes,Yes,No,No
2186,女性,No,No,No,Yes,No,No
2187,男性,No,No,No,No,No,Yes
2188,男性,No,No,No,No,No,Yes
2189,女性,No,No,No,Yes,Yes,Yes
2190,女性,No,Yes,Yes,Yes,Yes,No
2191,女性,No,Yes,Yes,Yes,No,No
2192,女性,Yes,No,Yes,Yes,No,No
2193,男性,No,No,Yes,Yes,No,No
2194,女性,No,No,No,Yes,Yes,Yes
2195,男性,No,No,No,No,No,No
2196,男性,Yes,Yes,No,Yes,No,Yes
2197,女性,No,No,No,Yes,No,No
2198,男性,No,No,No,No,Yes,Yes
2199,女性,No,No,Yes,Yes,No,Yes
2200,女性,Yes,No,No,No,No,Yes
2201,男性,No,Yes,No,No,No,No
2202,女性,No,Yes,Yes,Yes,Yes,No
2203,女性,No,No,No,Yes,No,Yes
2204,男性,No,No,No,No,No,Yes
2205,男性,No,Yes,No,Yes,No,No
2206,女性,No,No,No,Yes,No,No
2207,女性,No,No,No,Yes,Yes,No
2208,女性,No,No,No,Yes,No,No
2209,男性,No,Yes,Yes,Yes,No,Yes
2210,女性,No,No,No,No,No,Yes
2211,女性,No,No,No,No,Yes,Yes
2212,男性,Yes,Yes,No,No,No,No
2213,女性,No,No,No,Yes,Yes,No
2214,女性,No,No,No,Yes,No,Yes
2215,女性,No,No,No,No,No,Yes
2216,女性,No,No,No,No,No,No
2217,女性,No,No,No,Yes,No,Yes
2218,女性,No,No,No,Yes,Yes,No
2219,女性,No,No,No,No,No,No
2220,女性,No,No,No,Yes,No,Yes
2221,男性,No,No,No,No,No,No
2222,男性,No,No,No,Yes,No,No
2223,男性,No,No,No,Yes,Yes,No
2224,女性,No,No,No,Yes,No,No
2225,男性,No,No,No,Yes,No,No
2226,男性,No,Yes,Yes,Yes,No,Yes
2227,女性,No,No,No,No,Yes,Yes
2228,女性,Yes,No,No,Yes,No,No
2229,女性,No,Yes,No,Yes,Yes,No
2230,女性,Yes,No,No,Yes,Yes,No
2231,女性,Yes,No,No,Yes,Yes,Yes
2232,女性,No,No,No,No,Yes,No
2233,女性,Yes,No,Yes,Yes,No,Yes
2234,女性,No,No,No,Yes,No,Yes
2235,男性,Yes,Yes,No,No,No,Yes
2236,女性,Yes,No,No,Yes,No,Yes
2237,女性,No,No,No,No,Yes,No
2238,男性,No,No,No,Yes,No,Yes
2239,女性,Yes,No,Yes,No,No,Yes
2240,女性,No,No,No,Yes,No,Yes
2241,女性,No,No,No,No,No,No
2242,女性,No,No,No,Yes,Yes,No
2243,女性,Yes,Yes,No,Yes,Yes,Yes
2244,女性,No,No,No,No,Yes,No
2245,女性,No,No,No,No,No,No
2246,女性,No,No,No,No,No,No
2247,女性,No,No,No,No,Yes,No
2248,男性,Yes,No,No,No,No,No
2249,女性,No,No,No,Yes,Yes,No
2250,女性,Yes,Yes,No,Yes,Yes,No
2251,女性,No,No,No,Yes,No,Yes
2252,男性,No,No,No,No,No,No
2253,女性,No,No,No,Yes,No,Yes
2254,女性,No,No,No,No,Yes,Yes
2255,女性,No,No,No,No,No,No
2256,女性,No,No,Yes,Yes,No,Yes
2257,女性,Yes,No,No,Yes,No,No
2258,女性,Yes,No,No,No,Yes,Yes
2259,女性,No,No,No,Yes,Yes,Yes
2260,女性,No,No,No,No,No,No
2261,女性,No,No,No,Yes,Yes,Yes
2262,女性,No,No,Yes,No,No,No
2263,女性,No,No,Yes,Yes,Yes,No
2264,女性,No,No,No,No,No,No
2265,女性,Yes,No,Yes,No,No,Yes
2266,女性,No,No,No,Yes,No,No
2267,男性,Yes,No,Yes,No,No,Yes
2268,女性,No,No,No,Yes,No,No
2269,女性,Yes,No,No,No,No,No
2270,男性,No,No,No,No,No,No
2271,女性,No,No,No,Yes,Yes,No
2272,女性,No,No,Yes,Yes,Yes,No
2273,男性,No,No,No,No,No,No
2274,女性,No,No,No,Yes,Yes,Yes
2275,女性,No,No,No,No,Yes,No
2276,女性,No,No,No,Yes,Yes,Yes
2277,女性,No,No,No,Yes,No,Yes
2278,女性,No,No,No,Yes,No,No
2279,女性,Yes,No,Yes,No,No,No
2280,女性,Yes,Yes,Yes,No,Yes,No
2281,男性,No,No,No,Yes,No,Yes
2282,女性,No,No,No,No,No,No
2283,女性,No,No,No,Yes,No,No
2284,女性,Yes,Yes,Yes,Yes,Yes,Yes
2285,女性,No,No,No,No,Yes,Yes
2286,女性,Yes,No,No,No,No,No
2287,女性,No,No,No,Yes,No,No
2288,女性,No,No,No,Yes,No,No
2289,男性,No,Yes,No,Yes,No,No
2290,女性,No,No,No,Yes,No,No
2291,男性,No,No,No,No,No,No
2292,女性,No,No,No,No,No,No
2293,女性,Yes,No,Yes,Yes,Yes,Yes
2294,男性,No,Yes,No,No,No,Yes
2295,女性,No,No,Yes,Yes,No,Yes
2296,男性,No,No,Yes,No,No,No
2297,女性,Yes,No,Yes,Yes,No,Yes
2298,男性,No,Yes,No,Yes,Yes,Yes
2299,男性,Yes,No,No,Yes,No,Yes
2300,男性,No,No,No,No,No,No
2301,女性,No,No,No,Yes,No,Yes
2302,男性,No,No,No,No,No,Yes
2303,女性,No,No,No,No,Yes,No
2304,男性,No,Yes,Yes,Yes,No,No
2305,女性,No,No,No,Yes,No,No
2306,女性,Yes,Yes,Yes,Yes,No,Yes
2307,女性,Yes,No,No,Yes,No,Yes
2308,男性,No,No,No,No,Yes,Yes
2309,女性,No,No,No,No,Yes,No
2310,女性,No,No,No,Yes,No,Yes
2311,女性,No,No,No,Yes,Yes,No
2312,男性,No,Yes,No,No,No,No
2313,女性,No,No,No,No,No,No
2314,女性,Yes,Yes,No,Yes,No,No
2315,男性,No,No,No,No,No,No
2316,女性,Yes,No,Yes,Yes,No,No
2317,女性,Yes,No,No,Yes,Yes,No
2318,女性,Yes,No,Yes,No,No,Yes
2319,男性,No,No,No,No,No,Yes
2320,女性,No,No,No,Yes,Yes,No
2321,女性,No,No,No,No,Yes,Yes
2322,女性,No,No,No,Yes,No,No
2323,女性,No,No,Yes,No,No,Yes
2324,男性,No,No,No,Yes,Yes,Yes
2325,男性,Yes,No,Yes,Yes,No,Yes
2326,女性,Yes,No,No,Yes,No,Yes
2327,女性,No,No,Yes,Yes,Yes,No
2328,女性,No,No,No,No,Yes,No
2329,女性,No,No,Yes,No,No,No
2330,女性,No,No,No,Yes,Yes,Yes
2331,男性,No,Yes,Yes,No,No,Yes
2332,女性,Yes,No,No,Yes,No,Yes
2333,女性,Yes,No,Yes,No,Yes,Yes
2334,女性,No,Yes,Yes,No,No,Yes
2335,男性,No,No,No,No,No,No
2336,女性,No,No,No,Yes,No,No
2337,女性,No,No,No,Yes,No,Yes
2338,男性,No,No,No,No,No,Yes
2339,女性,No,No,No,Yes,No,Yes
2340,女性,No,Yes,No,Yes,No,No
2341,女性,No,No,No,Yes,Yes,No
2342,女性,No,No,No,No,Yes,No
2343,女性,No,No,No,Yes,No,No
2344,女性,No,No,Yes,Yes,Yes,No
2345,女性,No,No,No,No,No,No
2346,女性,No,No,No,Yes,Yes,No
2347,女性,No,No,No,Yes,No,Yes
2348,女性,Yes,No,Yes,Yes,Yes,No
2349,女性,No,No,Yes,No,No,Yes
2350,男性,Yes,No,No,No,No,No
2351,男性,No,No,No,No,No,Yes
2352,女性,Yes,Yes,No,Yes,No,No
2353,女性,No,No,No,Yes,No,No
2354,女性,No,No,No,No,Yes,No
2355,男性,No,Yes,No,Yes,No,Yes
2356,女性,Yes,Yes,Yes,Yes,Yes,No
2357,男性,No,Yes,Yes,No,No,Yes
2358,女性,No,No,No,No,No,No
2359,男性,No,No,No,No,No,No
2360,女性,No,No,No,Yes,Yes,No
2361,女性,No,No,No,Yes,No,No
2362,男性,No,No,No,No,No,Yes
2363,男性,No,No,No,No,No,Yes
2364,男性,Yes,No,No,Yes,No,No
2365,女性,Yes,No,No,No,Yes,No
2366,男性,No,Yes,No,Yes,Yes,Yes
2367,女性,No,No,Yes,No,Yes,Yes
2368,女性,No,No,No,No,No,No
2369,女性,Yes,No,No,Yes,Yes,No
2370,女性,No,No,No,No,No,No
2371,女性,No,No,No,Yes,Yes,Yes
2372,女性,No,No,No,Yes,Yes,No
2373,男性,No,No,No,No,No,No
2374,女性,No,No,No,No,No,No
2375,男性,No,No,No,Yes,No,No
2376,男性,No,No,No,No,No,Yes
2377,男性,No,Yes,No,Yes,Yes,No
2378,男性,No,No,No,No,No,Yes
2379,男性,No,No,No,Yes,No,No
2380,男性,No,Yes,No,Yes,No,Yes
2381,女性,No,No,Yes,Yes,No,No
2382,男性,No,No,No,No,No,No
2383,男性,Yes,No,No,Yes,No,Yes
2384,女性,No,No,No,No,No,Yes
2385,女性,No,No,Yes,No,No,No
2386,女性,No,No,No,No,No,No
2387,男性,No,No,No,No,No,No
2388,女性,Yes,No,No,Yes,Yes,No
2389,男性,No,No,No,No,No,Yes
2390,女性,No,No,No,No,No,No
2391,男性,No,No,No,Yes,No,No
2392,女性,Yes,No,Yes,Yes,No,Yes
2393,男性,No,No,No,Yes,No,No
2394,女性,No,Yes,No,No,No,Yes
2395,女性,Yes,No,No,Yes,Yes,No
2396,女性,No,No,Yes,Yes,No,Yes
2397,女性,No,No,No,Yes,Yes,No
2398,女性,No,No,No,Yes,No,No
2399,女性,Yes,No,No,No,Yes,No
2400,男性,No,No,No,Yes,No,No
2401,女性,No,No,No,No,Yes,No
2402,女性,No,No,No,Yes,No,Yes
2403,女性,No,Yes,No,No,No,Yes
2404,女性,Yes,Yes,No,Yes,No,Yes
2405,男性,No,Yes,No,Yes,Yes,No
2406,男性,No,No,Yes,Yes,No,No
2407,女性,No,No,No,Yes,No,Yes
2408,女性,No,No,No,Yes,Yes,No
2409,女性,No,No,No,Yes,Yes,No
2410,女性,No,No,No,No,No,No
2411,男性,No,Yes,Yes,Yes,No,Yes
2412,男性,No,Yes,Yes,Yes,Yes,Yes
2413,女性,No,No,No,No,No,Yes
2414,女性,No,No,No,No,No,Yes
2415,男性,No,No,No,Yes,No,No
2416,女性,No,No,No,Yes,No,Yes
2417,女性,Yes,No,No,Yes,Yes,No
2418,男性,No,Yes,Yes,No,No,Yes
2419,女性,Yes,No,No,Yes,No,Yes
2420,男性,No,Yes,No,No,No,No
2421,女性,Yes,No,Yes,Yes,Yes,Yes
2422,女性,No,No,Yes,No,No,No
2423,女性,Yes,No,No,Yes,Yes,No
2424,男性,Yes,Yes,No,Yes,No,Yes
2425,女性,Yes,No,No,No,Yes,No
2426,女性,No,No,No,No,No,No
2427,女性,No,Yes,No,Yes,No,Yes
2428,女性,No,No,Yes,Yes,No,No
2429,男性,No,No,No,No,No,No
2430,男性,No,No,No,No,No,No
2431,男性,No,No,No,No,No,No
2432,女性,No,No,No,No,No,No
2433,女性,Yes,No,No,Yes,No,Yes
2434,男性,No,No,No,No,No,No
2435,男性,No,No,Yes,No,No,No
2436,男性,No,No,No,Yes,No,No
2437,女性,No,Yes,No,Yes,No,Yes
2438,女性,No,No,No,Yes,No,Yes
2439,女性,No,No,No,Yes,No,Yes
2440,男性,No,No,No,No,No,No
2441,女性,No,Yes,No,Yes,Yes,No
2442,女性,No,No,No,Yes,No,No
2443,女性,No,No,No,Yes,No,No
2444,女性,Yes,Yes,No,Yes,No,Yes
2445,女性,No,No,No,No,No,No
2446,女性,No,No,No,Yes,Yes,No
2447,男性,No,No,No,No,No,No
2448,女性,No,No,No,Yes,No,No
2449,女性,Yes,No,Yes,Yes,Yes,Yes
2450,男性,No,Yes,Yes,Yes,Yes,No
2451,女性,No,No,No,No,No,No
2452,女性,Yes,No,Yes,Yes,Yes,Yes
2453,女性,Yes,No,No,No,No,No
2454,女性,Yes,No,No,Yes,No,No
2455,女性,No,No,No,No,No,Yes
2456,女性,Yes,No,Yes,Yes,Yes,Yes
2457,女性,Yes,No,No,Yes,No,Yes
2458,女性,No,No,No,Yes,No,No
2459,女性,No,No,No,Yes,Yes,No
2460,女性,No,No,No,No,No,No
2461,女性,No,No,No,Yes,No,No
2462,女性,No,Yes,No,No,No,Yes
2463,女性,No,No,No,Yes,Yes,No
2464,女性,No,No,Yes,No,No,No
2465,女性,No,No,Yes,No,No,No
2466,女性,Yes,No,No,Yes,No,No
2467,男性,No,No,Yes,No,No,Yes
2468,女性,Yes,No,No,No,Yes,No
2469,男性,No,No,No,Yes,Yes,No
2470,女性,No,Yes,No,Yes,No,No
2471,男性,No,Yes,Yes,Yes,No,No
2472,女性,No,No,No,No,No,No
2473,男性,No,No,No,Yes,No,No
2474,女性,Yes,No,Yes,No,No,No
2475,女性,No,No,No,Yes,No,Yes
2476,男性,No,Yes,No,Yes,No,No
2477,女性,No,No,No,Yes,No,Yes
2478,女性,No,No,No,Yes,Yes,Yes
2479,女性,Yes,No,No,No,No,Yes
2480,男性,Yes,No,No,No,No,No
2481,女性,No,No,No,Yes,No,No
2482,男性,No,No,No,No,Yes,No
2483,女性,No,Yes,No,Yes,No,No
2484,男性,No,Yes,No,No,No,No
2485,女性,No,No,No,Yes,No,No
2486,女性,No,No,No,Yes,Yes,No
2487,女性,No,No,No,No,Yes,Yes
2488,男性,No,Yes,No,Yes,No,Yes
2489,女性,Yes,Yes,No,Yes,Yes,No
2490,女性,No,No,No,No,No,No
2491,女性,No,No,No,Yes,Yes,Yes
2492,男性,Yes,Yes,No,Yes,No,No
2493,男性,No,No,No,No,No,No
2494,女性,No,No,Yes,Yes,No,No
2495,女性,No,No,No,No,Yes,No
2496,女性,No,No,No,Yes,No,No
2497,女性,Yes,No,No,No,Yes,No
2498,女性,No,Yes,No,Yes,No,No
